운행일자,정산사ID,가상카드번호,정산지역코드,카드구분코드,정산사차량ID,교통수단코드,정산사노선ID,승차일시,정산사승차정류장ID,하차일시,정산사하차정류장ID,트랜잭션ID,환승건수,이용자유형코드(시스템),이용자수,이용거리,탑승시간
20240103,03,100035000063,MM101,C,143700063,1,43700063,20240103210000,STOP0002,20240103213000,STOP0007,063,0,01,1,14334,28
20240103,03,100035000064,MM101,C,143700064,1,43700064,20240103220000,STOP0012,20240103223000,STOP0019,064,1,03,1,8903,40
20240103,03,100035000065,MM101,C,143700065,2,43700065,20240103230000,STOP0001,20240103233000,STOP0000,065,1,04,1,16629,55
20240103,03,100035000066,MM101,C,143700066,2,43700066,20240104000000,STOP0015,20240104003000,STOP0003,066,0,01,1,24386,45
20240103,03,100035000067,MM101,C,143700067,2,43700067,20240104010000,STOP0005,20240104013000,STOP0013,067,2,01,1,18740,14
20240103,03,100035000068,MM101,C,143700068,2,43700068,20240104020000,STOP0007,20240104023000,STOP0001,068,1,03,1,2014,40
20240103,03,100035000069,MM101,C,143700069,2,43700069,20240104030000,STOP0007,20240104033000,STOP0015,069,0,01,1,11860,24
20240103,03,100035000070,MM101,C,143700070,1,43700070,20240104040000,STOP0005,20240104043000,STOP0002,070,2,03,1,18438,45
20240103,03,100035000071,MM101,C,143700071,1,43700071,20240104050000,STOP0013,20240104053000,STOP0007,071,2,01,1,2764,49
20240104,03,100035000072,MM101,C,143700072,2,43700072,20240104060000,STOP0002,20240104063000,STOP0005,072,2,03,1,7009,48
20240104,03,100035000073,MM101,C,143700073,1,43700073,20240104070000,STOP0009,20240104073000,STOP0015,073,1,04,1,21842,15
20240104,03,100035000074,MM101,C,143700074,1,43700074,20240104080000,STOP0002,20240104083000,STOP0015,074,1,03,1,10604,16
20240104,03,100035000075,MM101,C,143700075,1,43700075,20240104090000,STOP0011,20240104093000,STOP0006,075,1,03,1,17012,22
20240104,03,100035000076,MM101,C,143700076,2,43700076,20240104100000,STOP0016,20240104103000,STOP0012,076,2,02,1,1667,34
20240104,03,100035000077,MM101,C,143700077,1,43700077,20240104110000,STOP0004,20240104113000,STOP0012,077,1,04,1,4370,48
20240104,03,100035000078,MM101,C,143700078,1,43700078,20240104120000,STOP0019,20240104123000,STOP0004,078,0,04,1,6976,52
20240104,03,100035000079,MM101,C,143700079,1,43700079,20240104130000,STOP0008,20240104133000,STOP0019,079,1,04,1,18778,41
20240104,03,100035000080,MM101,C,143700080,2,43700080,20240104140000,STOP0019,20240104143000,STOP0017,080,1,01,1,21454,24
20240104,03,100035000081,MM101,C,143700081,1,43700081,20240104150000,STOP0006,20240104153000,STOP0014,081,2,02,1,24366,29
20240104,03,100035000082,MM101,C,143700082,1,43700082,20240104160000,STOP0003,20240104163000,STOP0017,082,1,04,1,9613,16
20240104,03,100035000083,MM101,C,143700083,2,43700083,20240104170000,STOP0012,20240104173000,STOP0001,083,0,01,1,6599,25
20240104,03,100035000084,MM101,C,143700084,2,43700084,20240104180000,STOP0012,20240104183000,STOP0009,084,2,01,1,4650,29
20240104,03,100035000085,MM101,C,143700085,1,43700085,20240104190000,STOP0009,20240104193000,STOP0012,085,0,01,1,13349,15
20240104,03,100035000086,MM101,C,143700086,1,43700086,20240104200000,STOP0017,20240104203000,STOP0017,086,2,02,1,10894,13
20240104,03,100035000087,MM101,C,143700087,2,43700087,20240104210000,STOP0016,20240104213000,STOP0014,087,2,01,1,21004,54
20240104,03,100035000088,MM101,C,143700088,2,43700088,20240104220000,STOP0019,20240104223000,STOP0011,088,1,02,1,4190,29
20240104,03,100035000089,MM101,C,143700089,2,43700089,20240104230000,STOP0019,20240104233000,STOP0014,089,0,03,1,16345,39
20240104,03,100035000090,MM101,C,143700090,2,43700090,20240105000000,STOP0012,20240105003000,STOP0012,090,2,01,1,9789,56
20240104,03,100035000091,MM101,C,143700091,2,43700091,20240105010000,STOP0016,20240105013000,STOP0017,091,1,04,1,1391,36
20240104,03,100035000092,MM101,C,143700092,2,43700092,20240105020000,STOP0003,20240105023000,STOP0014,092,2,01,1,18459,53
20240104,03,100035000093,MM101,C,143700093,2,43700093,20240105030000,STOP0000,20240105033000,STOP0010,093,2,03,1,3650,18
20240104,03,100035000094,MM101,C,143700094,1,43700094,20240105040000,STOP0000,20240105043000,STOP0018,094,2,03,1,14600,5
20240104,03,100035000095,MM101,C,143700095,2,43700095,20240105050000,STOP0014,20240105053000,STOP0002,095,2,01,1,15317,21
20240105,03,100035000096,MM101,C,143700096,2,43700096,20240105060000,STOP0012,20240105063000,STOP0006,096,2,03,1,19768,29
20240105,03,100035000097,MM101,C,143700097,1,43700097,20240105070000,STOP0016,20240105073000,STOP0013,097,2,02,1,18193,12
20240105,03,100035000098,MM101,C,143700098,2,43700098,20240105080000,STOP0007,20240105083000,STOP0013,098,1,02,1,16563,9
20240105,03,100035000099,MM101,C,143700099,2,43700099,20240105090000,STOP0017,20240105093000,STOP0012,099,2,01,1,22885,9
20240105,03,100035000100,MM101,C,143700100,1,43700100,20240105100000,STOP0012,20240105103000,STOP0011,000,0,02,1,7895,45
20240105,03,100035000101,MM101,C,143700101,2,43700101,20240105110000,STOP0013,20240105113000,STOP0008,001,1,02,1,18543,39
20240105,03,100035000102,MM101,C,143700102,1,43700102,20240105120000,STOP0007,20240105123000,STOP0000,002,0,04,1,24958,23
20240105,03,100035000103,MM101,C,143700103,1,43700103,20240105130000,STOP0007,20240105133000,STOP0018,003,2,01,1,2531,27
20240105,03,100035000104,MM101,C,143700104,1,43700104,20240105140000,STOP0014,20240105143000,STOP0010,004,0,03,1,6481,13
20240105,03,100035000105,MM101,C,143700105,1,43700105,20240105150000,STOP0012,20240105153000,STOP0018,005,2,01,1,24932,58
20240105,03,100035000106,MM101,C,143700106,2,43700106,20240105160000,STOP0006,20240105163000,STOP0017,006,2,02,1,22360,34
20240105,03,100035000107,MM101,C,143700107,1,43700107,20240105170000,STOP0004,20240105173000,STOP0011,007,1,04,1,23079,54
20240105,03,100035000108,MM101,C,143700108,1,43700108,20240105180000,STOP0016,20240105183000,STOP0000,008,1,01,1,11874,20
20240105,03,100035000109,MM101,C,143700109,2,43700109,20240105190000,STOP0015,20240105193000,STOP0018,009,2,01,1,20932,37
20240105,03,100035000110,MM101,C,143700110,1,43700110,20240105200000,STOP0001,20240105203000,STOP0019,010,1,02,1,7163,6
20240105,03,100035000111,MM101,C,143700111,1,43700111,20240105210000,STOP0017,20240105213000,STOP0016,011,0,02,1,24055,18
20240105,03,100035000112,MM101,C,143700112,1,43700112,20240105220000,STOP0016,20240105223000,STOP0004,012,1,01,1,6264,50
20240105,03,100035000113,MM101,C,143700113,1,43700113,20240105230000,STOP0006,20240105233000,STOP0002,013,1,02,1,18615,5
20240105,03,100035000114,MM101,C,143700114,2,43700114,20240106000000,STOP0012,20240106003000,STOP0001,014,0,02,1,16890,30
20240105,03,100035000115,MM101,C,143700115,1,43700115,20240106010000,STOP0017,20240106013000,STOP0002,015,1,02,1,19807,29
20240105,03,100035000116,MM101,C,143700116,2,43700116,20240106020000,STOP0013,20240106023000,STOP0007,016,2,02,1,12767,20
20240105,03,100035000117,MM101,C,143700117,2,43700117,20240106030000,STOP0017,20240106033000,STOP0015,017,0,02,1,9071,19
20240105,03,100035000118,MM101,C,143700118,1,43700118,20240106040000,STOP0012,20240106043000,STOP0005,018,2,04,1,21645,30
20240105,03,100035000119,MM101,C,143700119,1,43700119,20240106050000,STOP0010,20240106053000,STOP0012,019,0,02,1,16540,51
20240106,03,100035000120,MM101,C,143700120,1,43700120,20240106060000,STOP0015,20240106063000,STOP0015,020,2,03,1,3908,48
20240106,03,100035000121,MM101,C,143700121,1,43700121,20240106070000,STOP0016,20240106073000,STOP0015,021,2,01,1,5712,20
20240106,03,100035000122,MM101,C,143700122,2,43700122,20240106080000,STOP0007,20240106083000,STOP0002,022,1,04,1,24139,18
20240106,03,100035000123,MM101,C,143700123,2,43700123,20240106090000,STOP0018,20240106093000,STOP0012,023,2,04,1,13190,33
20240106,03,100035000124,MM101,C,143700124,2,43700124,20240106100000,STOP0019,20240106103000,STOP0013,024,1,02,1,21267,28
20240106,03,100035000125,MM101,C,143700125,1,43700125,20240106110000,STOP0014,20240106113000,STOP0007,025,0,01,1,20899,51
20240106,03,100035000126,MM101,C,143700126,2,43700126,20240106120000,STOP0008,20240106123000,STOP0011,026,2,03,1,20787,59
20240106,03,100035000127,MM101,C,143700127,1,43700127,20240106130000,STOP0019,20240106133000,STOP0007,027,2,02,1,21982,19
20240106,03,100035000128,MM101,C,143700128,1,43700128,20240106140000,STOP0009,20240106143000,STOP0008,028,0,01,1,22392,23
20240106,03,100035000129,MM101,C,143700129,1,43700129,20240106150000,STOP0011,20240106153000,STOP0000,029,0,02,1,23606,12
20240106,03,100035000130,MM101,C,143700130,1,43700130,20240106160000,STOP0019,20240106163000,STOP0005,030,2,02,1,11150,38
20240106,03,100035000131,MM101,C,143700131,1,43700131,20240106170000,STOP0000,20240106173000,STOP0018,031,0,02,1,21393,6
20240106,03,100035000132,MM101,C,143700132,2,43700132,20240106180000,STOP0019,20240106183000,STOP0010,032,1,02,1,20119,31
20240106,03,100035000133,MM101,C,143700133,2,43700133,20240106190000,STOP0008,20240106193000,STOP0010,033,0,02,1,5491,14
20240106,03,100035000134,MM101,C,143700134,1,43700134,20240106200000,STOP0014,20240106203000,STOP0012,034,0,02,1,14919,39
20240106,03,100035000135,MM101,C,143700135,2,43700135,20240106210000,STOP0000,20240106213000,STOP0010,035,2,02,1,15168,27
20240106,03,100035000136,MM101,C,143700136,1,43700136,20240106220000,STOP0011,20240106223000,STOP0017,036,1,03,1,9593,53
20240106,03,100035000137,MM101,C,143700137,1,43700137,20240106230000,STOP0002,20240106233000,STOP0014,037,0,04,1,18358,12
20240106,03,100035000138,MM101,C,143700138,1,43700138,20240107000000,STOP0010,20240107003000,STOP0000,038,1,03,1,17607,32
20240106,03,100035000139,MM101,C,143700139,2,43700139,20240107010000,STOP0001,20240107013000,STOP0006,039,1,02,1,5613,27
20240106,03,100035000140,MM101,C,143700140,1,43700140,20240107020000,STOP0015,20240107023000,STOP0012,040,1,02,1,24161,8
20240106,03,100035000141,MM101,C,143700141,1,43700141,20240107030000,STOP0008,20240107033000,STOP0011,041,2,03,1,21595,18
20240106,03,100035000142,MM101,C,143700142,2,43700142,20240107040000,STOP0014,20240107043000,STOP0017,042,0,03,1,12426,57
20240106,03,100035000143,MM101,C,143700143,2,43700143,20240107050000,STOP0011,20240107053000,STOP0018,043,2,04,1,17609,46
20240107,03,100035000144,MM101,C,143700144,2,43700144,20240107060000,STOP0000,20240107063000,STOP0014,044,0,03,1,9183,33
20240107,03,100035000145,MM101,C,143700145,1,43700145,20240107070000,STOP0012,20240107073000,STOP0007,045,0,04,1,21661,5
20240107,03,100035000146,MM101,C,143700146,1,43700146,20240107080000,STOP0013,20240107083000,STOP0018,046,2,02,1,18725,8
20240107,03,100035000147,MM101,C,143700147,2,43700147,20240107090000,STOP0007,20240107093000,STOP0009,047,1,01,1,21420,36
20240107,03,100035000148,MM101,C,143700148,1,43700148,20240107100000,STOP0007,20240107103000,STOP0006,048,1,01,1,9401,37
20240107,03,100035000149,MM101,C,143700149,2,43700149,20240107110000,STOP0011,20240107113000,STOP0017,049,0,01,1,4727,53
20240107,03,100035000150,MM101,C,143700150,2,43700150,20240107120000,STOP0000,20240107123000,STOP0015,050,2,01,1,14703,30
20240107,03,100035000151,MM101,C,143700151,1,43700151,20240107130000,STOP0010,20240107133000,STOP0019,051,1,02,1,21312,21
20240107,03,100035000152,MM101,C,143700152,1,43700152,20240107140000,STOP0007,20240107143000,STOP0005,052,1,01,1,20187,43
20240107,03,100035000153,MM101,C,143700153,2,43700153,20240107150000,STOP0009,20240107153000,STOP0008,053,0,03,1,23942,27
20240107,03,100035000154,MM101,C,143700154,2,43700154,20240107160000,STOP0018,20240107163000,STOP0012,054,0,03,1,11218,36
20240107,03,100035000155,MM101,C,143700155,2,43700155,20240107170000,STOP0010,20240107173000,STOP0007,055,2,01,1,1393,56
20240107,03,100035000156,MM101,C,143700156,2,43700156,20240107180000,STOP0006,20240107183000,STOP0015,056,0,03,1,24223,19
20240107,03,100035000157,MM101,C,143700157,1,43700157,20240107190000,STOP0010,20240107193000,STOP0012,057,1,04,1,16992,17
20240107,03,100035000158,MM101,C,143700158,2,43700158,20240107200000,STOP0016,20240107203000,STOP0012,058,1,02,1,10035,6
20240107,03,100035000159,MM101,C,143700159,2,43700159,20240107210000,STOP0000,20240107213000,STOP0016,059,1,01,1,10716,23
20240107,03,100035000160,MM101,C,143700160,2,43700160,20240107220000,STOP0007,20240107223000,STOP0019,060,1,01,1,9795,28
20240107,03,100035000161,MM101,C,143700161,1,43700161,20240107230000,STOP0005,20240107233000,STOP0004,061,2,02,1,1581,49
20240107,03,100035000162,MM101,C,143700162,1,43700162,20240108000000,STOP0017,20240108003000,STOP0016,062,2,03,1,15330,28
20240107,03,100035000163,MM101,C,143700163,2,43700163,20240108010000,STOP0005,20240108013000,STOP0008,063,0,02,1,11131,15
20240107,03,100035000164,MM101,C,143700164,1,43700164,20240108020000,STOP0004,20240108023000,STOP0001,064,0,02,1,1132,26
20240107,03,100035000165,MM101,C,143700165,1,43700165,20240108030000,STOP0012,20240108033000,STOP0017,065,0,03,1,20222,19
20240107,03,100035000166,MM101,C,143700166,1,43700166,20240108040000,STOP0018,20240108043000,STOP0008,066,2,02,1,15984,14
20240107,03,100035000167,MM101,C,143700167,2,43700167,20240108050000,STOP0007,20240108053000,STOP0005,067,1,03,1,4385,45
20240108,03,100035000168,MM101,C,143700168,2,43700168,20240108060000,STOP0008,20240108063000,STOP0010,068,0,03,1,4770,31
20240108,03,100035000169,MM101,C,143700169,1,43700169,20240108070000,STOP0016,20240108073000,STOP0005,069,1,02,1,3268,13
20240108,03,100035000170,MM101,C,143700170,2,43700170,20240108080000,STOP0002,20240108083000,STOP0005,070,0,04,1,1975,56
20240108,03,100035000171,MM101,C,143700171,2,43700171,20240108090000,STOP0018,20240108093000,STOP0012,071,0,03,1,8605,32
20240108,03,100035000172,MM101,C,143700172,1,43700172,20240108100000,STOP0010,20240108103000,STOP0010,072,0,02,1,8213,5
20240108,03,100035000173,MM101,C,143700173,1,43700173,20240108110000,STOP0016,20240108113000,STOP0013,073,0,03,1,12455,21
20240108,03,100035000174,MM101,C,143700174,2,43700174,20240108120000,STOP0018,20240108123000,STOP0001,074,0,04,1,3835,35
20240108,03,100035000175,MM101,C,143700175,1,43700175,20240108130000,STOP0001,20240108133000,STOP0007,075,1,04,1,3738,48
20240108,03,100035000176,MM101,C,143700176,2,43700176,20240108140000,STOP0007,20240108143000,STOP0002,076,0,01,1,10549,14
20240108,03,100035000177,MM101,C,143700177,2,43700177,20240108150000,STOP0018,20240108153000,STOP0002,077,1,03,1,5134,41
20240108,03,100035000178,MM101,C,143700178,1,43700178,20240108160000,STOP0006,20240108163000,STOP0000,078,2,03,1,7833,33
20240108,03,100035000179,MM101,C,143700179,2,43700179,20240108170000,STOP0016,20240108173000,STOP0018,079,0,02,1,9353,22
20240108,03,100035000180,MM101,C,143700180,2,43700180,20240108180000,STOP0005,20240108183000,STOP0017,080,1,03,1,16690,51
20240108,03,100035000181,MM101,C,143700181,1,43700181,20240108190000,STOP0018,20240108193000,STOP0016,081,2,01,1,2909,42
20240108,03,100035000182,MM101,C,143700182,1,43700182,20240108200000,STOP0005,20240108203000,STOP0019,082,2,04,1,15496,43
20240108,03,100035000183,MM101,C,143700183,1,43700183,20240108210000,STOP0001,20240108213000,STOP0012,083,2,04,1,13062,53
20240108,03,100035000184,MM101,C,143700184,2,43700184,20240108220000,STOP0005,20240108223000,STOP0002,084,1,01,1,10850,10
20240108,03,100035000185,MM101,C,143700185,1,43700185,20240108230000,STOP0004,20240108233000,STOP0000,085,0,03,1,2963,44
20240108,03,100035000186,MM101,C,143700186,1,43700186,20240109000000,STOP0018,20240109003000,STOP0003,086,0,03,1,6153,16
20240108,03,100035000187,MM101,C,143700187,1,43700187,20240109010000,STOP0019,20240109013000,STOP0012,087,1,01,1,11481,57
20240108,03,100035000188,MM101,C,143700188,1,43700188,20240109020000,STOP0003,20240109023000,STOP0016,088,0,02,1,1966,18
20240108,03,100035000189,MM101,C,143700189,2,43700189,20240109030000,STOP0016,20240109033000,STOP0010,089,1,04,1,1889,48
20240108,03,100035000190,MM101,C,143700190,2,43700190,20240109040000,STOP0010,20240109043000,STOP0001,090,0,01,1,20445,59
20240108,03,100035000191,MM101,C,143700191,1,43700191,20240109050000,STOP0003,20240109053000,STOP0015,091,2,01,1,7461,14
20240109,03,100035000192,MM101,C,143700192,2,43700192,20240109060000,STOP0012,20240109063000,STOP0001,092,0,03,1,7166,58
20240109,03,100035000193,MM101,C,143700193,1,43700193,20240109070000,STOP0019,20240109073000,STOP0018,093,1,04,1,24351,24
20240109,03,100035000194,MM101,C,143700194,1,43700194,20240109080000,STOP0016,20240109083000,STOP0018,094,1,03,1,17006,19
20240109,03,100035000195,MM101,C,143700195,2,43700195,20240109090000,STOP0008,20240109093000,STOP0015,095,2,01,1,12381,35
20240109,03,100035000196,MM101,C,143700196,2,43700196,20240109100000,STOP0003,20240109103000,STOP0018,096,1,02,1,17344,11
20240109,03,100035000197,MM101,C,143700197,1,43700197,20240109110000,STOP0013,20240109113000,STOP0008,097,0,04,1,11940,45
20240109,03,100035000198,MM101,C,143700198,1,43700198,20240109120000,STOP0018,20240109123000,STOP0000,098,0,01,1,12258,14
20240109,03,100035000199,MM101,C,143700199,2,43700199,20240109130000,STOP0002,20240109133000,STOP0009,099,2,01,1,24763,14
20240109,03,100035000200,MM101,C,143700200,1,43700200,20240109140000,STOP0013,20240109143000,STOP0018,000,1,02,1,8280,52
20240109,03,100035000201,MM101,C,143700201,2,43700201,20240109150000,STOP0007,20240109153000,STOP0000,001,2,01,1,2067,43
20240109,03,100035000202,MM101,C,143700202,1,43700202,20240109160000,STOP0000,20240109163000,STOP0001,002,0,01,1,21607,32
20240109,03,100035000203,MM101,C,143700203,1,43700203,20240109170000,STOP0009,20240109173000,STOP0015,003,2,04,1,12115,34
20240109,03,100035000204,MM101,C,143700204,2,43700204,20240109180000,STOP0017,20240109183000,STOP0011,004,1,04,1,10018,41
20240109,03,100035000205,MM101,C,143700205,2,43700205,20240109190000,STOP0015,20240109193000,STOP0007,005,2,04,1,16753,59
20240109,03,100035000206,MM101,C,143700206,2,43700206,20240109200000,STOP0007,20240109203000,STOP0017,006,1,03,1,15178,7
20240109,03,100035000207,MM101,C,143700207,2,43700207,20240109210000,STOP0000,20240109213000,STOP0001,007,1,02,1,16187,54
20240109,03,100035000208,MM101,C,143700208,2,43700208,20240109220000,STOP0011,20240109223000,STOP0012,008,0,04,1,5607,47
20240109,03,100035000209,MM101,C,143700209,2,43700209,20240109230000,STOP0007,20240109233000,STOP0005,009,0,03,1,4985,19
20240109,03,100035000210,MM101,C,143700210,2,43700210,20240110000000,STOP0015,20240110003000,STOP0005,010,0,03,1,11284,25
20240109,03,100035000211,MM101,C,143700211,1,43700211,20240110010000,STOP0017,20240110013000,STOP0008,011,1,02,1,20563,56
20240109,03,100035000212,MM101,C,143700212,1,43700212,20240110020000,STOP0003,20240110023000,STOP0015,012,2,02,1,15554,41
20240109,03,100035000213,MM101,C,143700213,1,43700213,20240110030000,STOP0005,20240110033000,STOP0010,013,1,01,1,5538,16
