구매일자,시군구,업종명_중분류,업종명_소분류,메뉴명_소분류,판매수량,단가,광역시도,행정동코드,결제금액
2023-03-14 11:00:00,강남구,양식,국수,불고기,8,6211,서울특별시,0101,49688
2023-10-19 05:00:00,성동구,일식,고기구이,냉면,8,16399,서울특별시,0104,131192
2023-03-30 13:00:00,영등포구,양식,국수,필렛스테이크,1,11488,서울특별시,0103,11488
2023-02-27 14:00:00,영등포구,중식,국수,필렛스테이크,1,8111,서울특별시,0103,8111
2023-09-26 15:00:00,성동구,분식,국수,냉면,8,11900,서울특별시,0104,95200
2023-03-15 20:00:00,마포구,일식,국수,연어초밥,5,5515,서울특별시,0105,27575
2022-11-28 19:00:00,종로구,양식,고기구이,떡볶이,3,27876,서울특별시,0102,83628
2023-04-20 22:00:00,영등포구,한식,떡볶이,불고기,6,29852,서울특별시,0103,179112
2023-08-17 15:00:00,강남구,한식,고기구이,불고기,3,14190,서울특별시,0101,42570
2023-01-08 23:00:00,성동구,양식,스테이크,냉면,2,26916,서울특별시,0104,53832
2023-04-18 12:00:00,영등포구,분식,스테이크,필렛스테이크,4,16533,서울특별시,0103,66132
2022-12-18 07:00:00,종로구,분식,스테이크,냉면,9,27808,서울특별시,0102,250272
2023-07-08 21:00:00,성동구,중식,떡볶이,떡볶이,7,9328,서울특별시,0104,65296
2023-04-23 04:00:00,영등포구,한식,고기구이,떡볶이,2,12114,서울특별시,0103,24228
2023-03-01 04:00:00,영등포구,분식,국수,연어초밥,6,23495,서울특별시,0103,140970
2023-01-22 14:00:00,영등포구,양식,고기구이,냉면,8,10502,서울특별시,0103,84016
2023-05-25 12:00:00,종로구,중식,초밥,불고기,9,25588,서울특별시,0102,230292
2023-07-02 20:00:00,강남구,양식,스테이크,떡볶이,7,15646,서울특별시,0101,109522
2023-10-09 07:00:00,마포구,분식,떡볶이,떡볶이,2,15097,서울특별시,0105,30194
2023-04-09 03:00:00,강남구,중식,국수,연어초밥,3,16332,서울특별시,0101,48996
2022-12-29 11:00:00,종로구,양식,국수,연어초밥,2,24946,서울특별시,0102,49892
2023-08-31 03:00:00,성동구,양식,떡볶이,필렛스테이크,2,5139,서울특별시,0104,10278
2023-06-18 06:00:00,강남구,일식,스테이크,필렛스테이크,2,23767,서울특별시,0101,47534
2023-07-13 22:00:00,성동구,양식,스테이크,불고기,3,24481,서울특별시,0104,73443
2022-12-06 09:00:00,성동구,중식,초밥,필렛스테이크,5,25528,서울특별시,0104,127640
2023-02-22 17:00:00,성동구,분식,초밥,떡볶이,4,29916,서울특별시,0104,119664
2023-08-07 12:00:00,종로구,분식,국수,필렛스테이크,4,24556,서울특별시,0102,98224
2023-08-30 23:00:00,강남구,분식,스테이크,연어초밥,3,18217,서울특별시,0101,54651
2023-04-08 10:00:00,마포구,양식,국수,연어초밥,2,16652,서울특별시,0105,33304
2023-08-20 23:00:00,종로구,한식,떡볶이,냉면,9,14706,서울특별시,0102,132354
2023-09-03 09:00:00,마포구,중식,고기구이,필렛스테이크,6,25678,서울특별시,0105,154068
2023-03-22 01:00:00,강남구,일식,초밥,냉면,3,14818,서울특별시,0101,44454
2023-09-23 22:00:00,강남구,분식,국수,냉면,8,19316,서울특별시,0101,154528
2023-02-13 23:00:00,성동구,일식,스테이크,냉면,8,7401,서울특별시,0104,59208
2023-01-27 05:00:00,마포구,일식,스테이크,냉면,9,12933,서울특별시,0105,116397
2023-07-07 10:00:00,마포구,한식,떡볶이,냉면,2,11654,서울특별시,0105,23308
2023-06-20 19:00:00,성동구,양식,스테이크,불고기,6,15875,서울특별시,0104,95250
2022-12-21 21:00:00,종로구,중식,국수,필렛스테이크,9,17553,서울특별시,0102,157977
2023-08-31 03:00:00,마포구,한식,국수,연어초밥,8,22912,서울특별시,0105,183296
2023-01-12 18:00:00,성동구,분식,떡볶이,떡볶이,3,15796,서울특별시,0104,47388
2023-08-21 00:00:00,강남구,한식,초밥,불고기,9,8758,서울특별시,0101,78822
2022-11-03 16:00:00,강남구,한식,고기구이,필렛스테이크,4,18625,서울특별시,0101,74500
2023-08-18 02:00:00,마포구,한식,떡볶이,불고기,5,6367,서울특별시,0105,31835
2023-08-14 11:00:00,종로구,일식,스테이크,연어초밥,6,26226,서울특별시,0102,157356
2023-08-12 02:00:00,성동구,한식,고기구이,연어초밥,7,24264,서울특별시,0104,169848
2023-07-01 00:00:00,강남구,분식,스테이크,연어초밥,2,10631,서울특별시,0101,21262
2023-04-21 16:00:00,종로구,일식,스테이크,필렛스테이크,5,11580,서울특별시,0102,57900
2023-07-15 17:00:00,종로구,중식,스테이크,떡볶이,8,5691,서울특별시,0102,45528
2023-02-09 21:00:00,종로구,한식,떡볶이,냉면,5,14110,서울특별시,0102,70550
2023-08-12 05:00:00,성동구,일식,초밥,떡볶이,3,5955,서울특별시,0104,17865
2023-05-22 06:00:00,마포구,한식,초밥,불고기,1,28408,서울특별시,0105,28408
2023-04-17 01:00:00,마포구,분식,스테이크,냉면,5,8354,서울특별시,0105,41770
2023-05-04 01:00:00,성동구,중식,고기구이,냉면,7,21484,서울특별시,0104,150388
2023-05-27 01:00:00,종로구,일식,고기구이,떡볶이,5,19262,서울특별시,0102,96310
2022-11-14 13:00:00,마포구,한식,떡볶이,불고기,9,10921,서울특별시,0105,98289
2022-12-21 21:00:00,영등포구,한식,국수,냉면,6,25204,서울특별시,0103,151224
2023-01-29 08:00:00,영등포구,중식,초밥,연어초밥,5,7721,서울특별시,0103,38605
2022-12-12 16:00:00,성동구,한식,국수,떡볶이,1,27170,서울특별시,0104,27170
2023-04-10 00:00:00,성동구,양식,국수,연어초밥,6,23508,서울특별시,0104,141048
2023-07-02 07:00:00,마포구,분식,초밥,떡볶이,2,20877,서울특별시,0105,41754
2023-06-27 05:00:00,영등포구,분식,떡볶이,필렛스테이크,7,26991,서울특별시,0103,188937
2023-04-21 11:00:00,성동구,중식,초밥,필렛스테이크,2,15078,서울특별시,0104,30156
2023-09-08 06:00:00,성동구,양식,고기구이,필렛스테이크,9,12040,서울특별시,0104,108360
2023-05-25 18:00:00,종로구,일식,국수,불고기,3,8862,서울특별시,0102,26586
2022-11-29 19:00:00,종로구,한식,고기구이,연어초밥,4,28109,서울특별시,0102,112436
2023-08-06 11:00:00,성동구,한식,떡볶이,연어초밥,2,15035,서울특별시,0104,30070
2023-05-29 04:00:00,강남구,일식,국수,냉면,2,25734,서울특별시,0101,51468
2023-06-20 01:00:00,종로구,일식,국수,불고기,9,13310,서울특별시,0102,119790
2023-05-25 19:00:00,성동구,한식,고기구이,불고기,3,28874,서울특별시,0104,86622
2023-05-21 12:00:00,마포구,분식,초밥,필렛스테이크,5,26750,서울특별시,0105,133750
2022-12-03 23:00:00,영등포구,양식,떡볶이,필렛스테이크,9,12700,서울특별시,0103,114300
2023-05-23 13:00:00,종로구,일식,초밥,냉면,6,17167,서울특별시,0102,103002
2023-08-17 09:00:00,영등포구,분식,스테이크,필렛스테이크,1,24849,서울특별시,0103,24849
2023-02-19 15:00:00,성동구,분식,고기구이,필렛스테이크,4,10654,서울특별시,0104,42616
2023-06-08 10:00:00,영등포구,분식,고기구이,떡볶이,4,5592,서울특별시,0103,22368
2022-11-12 05:00:00,강남구,중식,스테이크,떡볶이,3,12220,서울특별시,0101,36660
2023-03-07 12:00:00,영등포구,분식,고기구이,떡볶이,3,19764,서울특별시,0103,59292
2023-04-08 23:00:00,영등포구,일식,초밥,불고기,5,8411,서울특별시,0103,42055
2023-10-24 18:00:00,성동구,양식,국수,필렛스테이크,4,13334,서울특별시,0104,53336
2023-01-18 02:00:00,마포구,분식,고기구이,냉면,3,27964,서울특별시,0105,83892
2023-02-09 16:00:00,마포구,한식,초밥,연어초밥,4,6876,서울특별시,0105,27504
2023-03-29 17:00:00,성동구,일식,떡볶이,필렛스테이크,4,6258,서울특별시,0104,25032
2023-10-28 08:00:00,종로구,한식,고기구이,필렛스테이크,3,15596,서울특별시,0102,46788
2023-09-07 16:00:00,영등포구,중식,떡볶이,연어초밥,5,5321,서울특별시,0103,26605
2022-11-13 15:00:00,강남구,일식,초밥,떡볶이,9,5695,서울특별시,0101,51255
2023-01-25 03:00:00,마포구,분식,스테이크,불고기,5,9574,서울특별시,0105,47870
2023-08-27 02:00:00,마포구,분식,고기구이,불고기,6,7556,서울특별시,0105,45336
2022-11-22 05:00:00,마포구,중식,떡볶이,불고기,9,25271,서울특별시,0105,227439
2023-09-08 11:00:00,종로구,중식,고기구이,떡볶이,6,8067,서울특별시,0102,48402
2023-02-11 10:00:00,종로구,일식,떡볶이,연어초밥,3,18086,서울특별시,0102,54258
2023-10-01 01:00:00,마포구,분식,스테이크,연어초밥,4,22632,서울특별시,0105,90528
2023-02-15 21:00:00,영등포구,분식,국수,필렛스테이크,5,20646,서울특별시,0103,103230
2023-04-08 02:00:00,성동구,중식,고기구이,연어초밥,5,21346,서울특별시,0104,106730
2023-06-29 23:00:00,영등포구,한식,스테이크,연어초밥,2,13943,서울특별시,0103,27886
2022-12-16 23:00:00,영등포구,양식,고기구이,불고기,1,27221,서울특별시,0103,27221
2023-05-22 18:00:00,성동구,중식,스테이크,불고기,4,6716,서울특별시,0104,26864
2023-05-03 20:00:00,마포구,한식,스테이크,떡볶이,9,7682,서울특별시,0105,69138
2023-08-13 08:00:00,종로구,한식,국수,연어초밥,7,26403,서울특별시,0102,184821
2023-10-29 14:00:00,마포구,일식,국수,불고기,8,6708,서울특별시,0105,53664
2023-06-30 20:00:00,종로구,중식,국수,냉면,2,9797,서울특별시,0102,19594
2023-03-29 23:00:00,영등포구,일식,국수,냉면,4,9329,서울특별시,0103,37316
2023-03-28 22:00:00,마포구,중식,고기구이,냉면,6,5826,서울특별시,0105,34956
2023-04-02 03:00:00,마포구,양식,국수,냉면,4,7925,서울특별시,0105,31700
2023-08-24 08:00:00,마포구,양식,스테이크,필렛스테이크,4,19317,서울특별시,0105,77268
2023-02-25 22:00:00,종로구,일식,국수,불고기,4,21529,서울특별시,0102,86116
2022-12-31 18:00:00,마포구,한식,스테이크,냉면,1,7082,서울특별시,0105,7082
2023-03-02 16:00:00,마포구,일식,떡볶이,연어초밥,8,28559,서울특별시,0105,228472
2022-11-09 06:00:00,마포구,양식,스테이크,연어초밥,9,7394,서울특별시,0105,66546
2022-12-09 15:00:00,강남구,중식,초밥,떡볶이,1,22175,서울특별시,0101,22175
2022-12-03 18:00:00,성동구,중식,국수,떡볶이,4,25009,서울특별시,0104,100036
2023-08-08 21:00:00,마포구,일식,떡볶이,냉면,5,18019,서울특별시,0105,90095
2023-07-21 23:00:00,성동구,중식,국수,연어초밥,8,17290,서울특별시,0104,138320
2023-07-12 15:00:00,종로구,일식,초밥,불고기,9,7726,서울특별시,0102,69534
2023-04-18 03:00:00,성동구,중식,초밥,필렛스테이크,4,11037,서울특별시,0104,44148
2023-07-20 00:00:00,강남구,중식,스테이크,불고기,7,26264,서울특별시,0101,183848
2022-12-29 17:00:00,영등포구,양식,초밥,불고기,9,13715,서울특별시,0103,123435
2023-09-24 20:00:00,성동구,일식,스테이크,필렛스테이크,8,5861,서울특별시,0104,46888
2023-05-02 09:00:00,영등포구,일식,떡볶이,불고기,3,23231,서울특별시,0103,69693
2023-10-08 11:00:00,성동구,양식,국수,연어초밥,8,22091,서울특별시,0104,176728
2022-12-26 10:00:00,종로구,중식,떡볶이,불고기,4,6658,서울특별시,0102,26632
2023-05-01 01:00:00,성동구,한식,고기구이,필렛스테이크,1,6276,서울특별시,0104,6276
2023-07-12 11:00:00,성동구,분식,떡볶이,필렛스테이크,7,7912,서울특별시,0104,55384
2023-04-30 10:00:00,성동구,한식,고기구이,연어초밥,8,6272,서울특별시,0104,50176
2023-04-12 10:00:00,종로구,일식,떡볶이,떡볶이,4,20406,서울특별시,0102,81624
2022-12-31 12:00:00,종로구,중식,국수,연어초밥,5,8315,서울특별시,0102,41575
2023-03-19 16:00:00,종로구,중식,떡볶이,불고기,4,20174,서울특별시,0102,80696
2023-01-26 22:00:00,영등포구,한식,고기구이,불고기,2,9403,서울특별시,0103,18806
2023-02-18 18:00:00,영등포구,분식,초밥,냉면,9,29311,서울특별시,0103,263799
2023-07-07 21:00:00,종로구,일식,떡볶이,냉면,1,23148,서울특별시,0102,23148
2023-06-18 10:00:00,영등포구,중식,고기구이,냉면,6,14363,서울특별시,0103,86178
2023-06-10 01:00:00,종로구,양식,국수,냉면,1,15717,서울특별시,0102,15717
2023-03-12 17:00:00,종로구,한식,고기구이,연어초밥,7,6626,서울특별시,0102,46382
2023-10-16 08:00:00,성동구,일식,국수,불고기,9,6372,서울특별시,0104,57348
2022-12-02 21:00:00,마포구,일식,국수,필렛스테이크,6,18438,서울특별시,0105,110628
2023-03-05 17:00:00,종로구,일식,스테이크,냉면,6,5568,서울특별시,0102,33408
2022-12-13 23:00:00,마포구,한식,국수,필렛스테이크,8,20958,서울특별시,0105,167664
2023-03-04 09:00:00,영등포구,분식,고기구이,연어초밥,9,14560,서울특별시,0103,131040
2023-10-17 04:00:00,강남구,중식,고기구이,떡볶이,8,8490,서울특별시,0101,67920
2023-03-14 08:00:00,종로구,양식,떡볶이,연어초밥,3,18392,서울특별시,0102,55176
2023-09-27 18:00:00,강남구,양식,떡볶이,냉면,6,18821,서울특별시,0101,112926
2023-04-30 05:00:00,강남구,중식,국수,연어초밥,8,23657,서울특별시,0101,189256
2023-07-13 17:00:00,종로구,한식,고기구이,필렛스테이크,3,9944,서울특별시,0102,29832
2023-04-16 12:00:00,영등포구,중식,고기구이,연어초밥,7,18684,서울특별시,0103,130788
2023-02-05 18:00:00,성동구,분식,떡볶이,연어초밥,1,26118,서울특별시,0104,26118
2023-08-06 05:00:00,강남구,분식,스테이크,연어초밥,8,11749,서울특별시,0101,93992
2023-10-19 19:00:00,마포구,분식,스테이크,냉면,6,25879,서울특별시,0105,155274
2023-02-04 22:00:00,종로구,중식,국수,냉면,7,23083,서울특별시,0102,161581
2023-08-11 11:00:00,강남구,양식,스테이크,떡볶이,8,15740,서울특별시,0101,125920
2023-02-04 01:00:00,성동구,한식,고기구이,필렛스테이크,2,27079,서울특별시,0104,54158
2023-07-19 23:00:00,성동구,양식,스테이크,불고기,5,29168,서울특별시,0104,145840
2023-08-15 05:00:00,성동구,일식,초밥,떡볶이,8,10921,서울특별시,0104,87368
2023-04-13 14:00:00,강남구,양식,국수,필렛스테이크,2,29494,서울특별시,0101,58988
2023-07-27 06:00:00,강남구,양식,스테이크,불고기,8,5060,서울특별시,0101,40480
2023-02-08 02:00:00,종로구,분식,스테이크,필렛스테이크,3,8231,서울특별시,0102,24693
2022-11-29 20:00:00,영등포구,일식,초밥,연어초밥,6,6079,서울특별시,0103,36474
2022-12-06 02:00:00,마포구,중식,고기구이,떡볶이,5,14192,서울특별시,0105,70960
2023-04-12 17:00:00,종로구,일식,고기구이,연어초밥,7,28424,서울특별시,0102,198968
2023-09-25 14:00:00,강남구,한식,떡볶이,연어초밥,8,20008,서울특별시,0101,160064
2022-12-17 10:00:00,마포구,한식,국수,냉면,4,20414,서울특별시,0105,81656
2023-04-15 22:00:00,강남구,일식,국수,냉면,2,7120,서울특별시,0101,14240
2023-07-15 07:00:00,강남구,분식,스테이크,필렛스테이크,4,17903,서울특별시,0101,71612
2023-01-13 16:00:00,영등포구,일식,국수,떡볶이,6,14566,서울특별시,0103,87396
2023-07-21 16:00:00,영등포구,양식,국수,떡볶이,7,16985,서울특별시,0103,118895
2023-02-20 09:00:00,성동구,한식,스테이크,필렛스테이크,7,11529,서울특별시,0104,80703
2023-08-22 09:00:00,마포구,일식,초밥,필렛스테이크,4,10039,서울특별시,0105,40156
2023-05-30 20:00:00,마포구,양식,스테이크,연어초밥,9,28801,서울특별시,0105,259209
2023-05-19 02:00:00,종로구,중식,고기구이,냉면,1,18960,서울특별시,0102,18960
2023-01-04 08:00:00,마포구,한식,초밥,필렛스테이크,2,15289,서울특별시,0105,30578
2023-04-18 15:00:00,성동구,한식,초밥,냉면,1,6845,서울특별시,0104,6845
2023-09-08 20:00:00,강남구,분식,스테이크,냉면,9,24066,서울특별시,0101,216594
2022-11-08 02:00:00,마포구,양식,고기구이,떡볶이,2,16814,서울특별시,0105,33628
2023-08-04 03:00:00,강남구,중식,고기구이,연어초밥,6,14667,서울특별시,0101,88002
2023-04-29 09:00:00,영등포구,중식,스테이크,냉면,8,21673,서울특별시,0103,173384
2023-07-20 21:00:00,성동구,한식,스테이크,떡볶이,7,8295,서울특별시,0104,58065
2023-06-30 11:00:00,종로구,분식,떡볶이,떡볶이,9,18329,서울특별시,0102,164961
2023-04-07 07:00:00,종로구,한식,국수,냉면,1,26578,서울특별시,0102,26578
2023-02-21 08:00:00,영등포구,양식,떡볶이,연어초밥,4,16599,서울특별시,0103,66396
2023-06-17 08:00:00,마포구,중식,국수,연어초밥,5,5010,서울특별시,0105,25050
2022-12-22 01:00:00,종로구,중식,스테이크,필렛스테이크,7,10748,서울특별시,0102,75236
2023-06-01 15:00:00,성동구,중식,고기구이,떡볶이,6,6398,서울특별시,0104,38388
2022-12-05 11:00:00,영등포구,분식,떡볶이,연어초밥,6,17504,서울특별시,0103,105024
2023-06-25 13:00:00,강남구,한식,국수,필렛스테이크,3,14109,서울특별시,0101,42327
2023-06-17 21:00:00,성동구,중식,떡볶이,연어초밥,1,8310,서울특별시,0104,8310
2022-12-01 17:00:00,마포구,중식,국수,떡볶이,4,22172,서울특별시,0105,88688
2023-08-03 18:00:00,영등포구,중식,스테이크,연어초밥,3,9415,서울특별시,0103,28245
2023-04-01 08:00:00,강남구,한식,초밥,냉면,5,13542,서울특별시,0101,67710
2023-08-14 11:00:00,강남구,분식,고기구이,연어초밥,8,29692,서울특별시,0101,237536
2022-11-16 03:00:00,영등포구,중식,고기구이,떡볶이,5,6657,서울특별시,0103,33285
2023-01-05 07:00:00,영등포구,일식,스테이크,필렛스테이크,6,11192,서울특별시,0103,67152
2023-04-29 19:00:00,영등포구,중식,고기구이,불고기,1,12946,서울특별시,0103,12946
2023-01-08 12:00:00,종로구,분식,국수,불고기,6,17718,서울특별시,0102,106308
2023-03-01 01:00:00,영등포구,중식,초밥,연어초밥,4,11124,서울특별시,0103,44496
2023-06-29 11:00:00,종로구,중식,국수,떡볶이,2,29250,서울특별시,0102,58500
2022-12-23 14:00:00,성동구,중식,고기구이,연어초밥,2,5135,서울특별시,0104,10270
2023-07-05 17:00:00,성동구,중식,스테이크,연어초밥,8,28701,서울특별시,0104,229608
2022-12-08 15:00:00,성동구,한식,스테이크,필렛스테이크,9,18370,서울특별시,0104,165330
2023-01-03 18:00:00,강남구,양식,스테이크,연어초밥,5,5957,서울특별시,0101,29785
2023-06-02 22:00:00,마포구,한식,떡볶이,떡볶이,9,7916,서울특별시,0105,71244
2023-08-16 20:00:00,강남구,중식,고기구이,필렛스테이크,2,7576,서울특별시,0101,15152
2023-01-02 02:00:00,마포구,중식,초밥,필렛스테이크,3,12187,서울특별시,0105,36561
2023-02-18 05:00:00,강남구,중식,국수,필렛스테이크,9,13326,서울특별시,0101,119934
2023-10-03 18:00:00,영등포구,양식,떡볶이,필렛스테이크,2,21029,서울특별시,0103,42058
2023-10-27 06:00:00,강남구,일식,초밥,불고기,6,12780,서울특별시,0101,76680
2023-05-31 12:00:00,강남구,분식,고기구이,연어초밥,2,23127,서울특별시,0101,46254
2023-04-12 17:00:00,성동구,중식,스테이크,불고기,3,12344,서울특별시,0104,37032
2023-03-07 06:00:00,성동구,분식,고기구이,연어초밥,5,11586,서울특별시,0104,57930
2023-06-11 22:00:00,강남구,한식,국수,불고기,4,11884,서울특별시,0101,47536
2023-06-04 02:00:00,마포구,일식,스테이크,연어초밥,8,13229,서울특별시,0105,105832
2023-02-16 07:00:00,종로구,양식,초밥,냉면,9,25943,서울특별시,0102,233487
2022-11-09 07:00:00,종로구,일식,스테이크,불고기,5,11172,서울특별시,0102,55860
2022-12-26 03:00:00,종로구,분식,초밥,불고기,5,11831,서울특별시,0102,59155
2023-10-15 22:00:00,영등포구,중식,떡볶이,연어초밥,1,28922,서울특별시,0103,28922
2023-04-02 05:00:00,강남구,한식,초밥,불고기,3,21343,서울특별시,0101,64029
2023-04-25 13:00:00,영등포구,양식,고기구이,떡볶이,1,9762,서울특별시,0103,9762
2023-04-20 01:00:00,종로구,한식,고기구이,필렛스테이크,8,26704,서울특별시,0102,213632
2023-08-12 22:00:00,강남구,양식,스테이크,필렛스테이크,3,9579,서울특별시,0101,28737
2022-11-24 15:00:00,종로구,양식,고기구이,불고기,4,9052,서울특별시,0102,36208
2022-12-01 02:00:00,성동구,분식,국수,필렛스테이크,8,16125,서울특별시,0104,129000
2023-02-09 10:00:00,성동구,일식,고기구이,필렛스테이크,7,22281,서울특별시,0104,155967
2023-04-27 03:00:00,종로구,분식,국수,냉면,6,9732,서울특별시,0102,58392
2023-07-03 07:00:00,종로구,한식,초밥,불고기,1,23833,서울특별시,0102,23833
2023-04-28 15:00:00,성동구,일식,고기구이,연어초밥,6,8917,서울특별시,0104,53502
2023-04-10 14:00:00,성동구,한식,초밥,필렛스테이크,6,24544,서울특별시,0104,147264
2023-10-08 09:00:00,마포구,양식,떡볶이,불고기,3,7396,서울특별시,0105,22188
2022-12-29 14:00:00,마포구,양식,고기구이,불고기,7,16610,서울특별시,0105,116270
2023-05-28 03:00:00,마포구,분식,고기구이,냉면,9,21004,서울특별시,0105,189036
2023-05-17 09:00:00,마포구,양식,국수,연어초밥,3,11639,서울특별시,0105,34917
2023-04-22 08:00:00,영등포구,중식,떡볶이,연어초밥,3,20302,서울특별시,0103,60906
2023-08-21 23:00:00,종로구,한식,초밥,연어초밥,3,22216,서울특별시,0102,66648
2023-02-06 04:00:00,종로구,분식,스테이크,냉면,8,21254,서울특별시,0102,170032
2023-10-14 05:00:00,종로구,일식,고기구이,불고기,1,14922,서울특별시,0102,14922
